id,nom,prenom,email,telephone,age,ville,experience_annees,poste_actuel,entreprise_actuelle,education_niveau,diplome,universite,annee_diplome,competences_techniques,competences_langues,langues_niveau,experience_detail,projets,certifications,disponibilite,pretention_salaire
1930,Idrissi,Samira,samira.idrissi1930@email.ma,0646460337,29,"El Jadida",10,"Ingénieur DevOps",BMCE,Bac+5,"Master MIAGE",ENSI,2025,"Vue.js, JavaScript, MySQL, React, Python, Angular, Java, Pandas, Agile, Laravel, Spring, CI/CD","Arabe, Français, Anglais","Natif, Courant","Expérience chez Groupe Addoha pendant 10 an(s).","Projet JavaScript.",Scrum,"1 mois",23376
1931,Berrada,Fatima,fatima.berrada1931@email.ma,0659441951,41,Sale,5,"Architecte solutions",CGI,Bac+5,"Ingénieur d'état","Université Cadi Ayyad",2015,"React, Docker, JavaScript, PHP, Java, TensorFlow, AWS, Vue.js, Machine Learning","Français, Anglais","Bilingue, Intermédiaire","Expérience chez OCP pendant 5 an(s).","Projet Laravel.",,"2 mois",10862
1932,Sbai,Iman,iman.sbai1932@email.ma,0645169336,37,Rabat,13,"Data Engineer","Deloitte Maroc",Bac+5,"Master Réseaux","UM5 Rabat",2024,"PHP, REST API, Linux, MySQL, Java, JavaScript, SQL","Français, Arabe","Bilingue, Intermédiaire","Expérience chez Attijariwafa Bank pendant 13 an(s).","Projet Azure.",,"3 mois",25183
1933,Fassi,Yasmina,yasmina.fassi1933@email.ma,0660538958,29,Inezgane,1,"Chef de projet IT",Inwi,Bac+3,"Licence informatique","Université Hassan II",2015,"Agile, SQL, AWS","Français, Arabe, Anglais","Natif, Intermédiaire","Expérience chez Société nationale pendant 1 an(s).","Projet SQL.",AWS,"1 mois",22540
1934,Benjelloun,Tarik,tarik.benjelloun1934@email.ma,0625758356,44,Khouribga,2,"Responsable SI",Webhelp,Bac+5,"Master Data",ENSI,2024,"Azure, PHP, Spring, Laravel, Machine Learning, TensorFlow, Symfony","Anglais, Arabe, Français","Intermédiaire, Courant, Natif","Expérience chez Orange Maroc pendant 2 an(s).","Projet Python.",,"3 mois",14036
1935,Fahmi,Nabil,nabil.fahmi1935@email.ma,0678313530,54,Settat,4,"Data Engineer",CGI,Bac+5,"Licence informatique","UM5 Rabat",2011,"Machine Learning, PostgreSQL, Kubernetes, Angular, Laravel","Français, Arabe","Natif, Intermédiaire","Expérience chez BMCE pendant 4 an(s).","Projet Machine Learning.",,Immédiate,19775
1936,Belkadi,Zineb,zineb.belkadi1936@email.ma,0629335831,37,Nador,7,"Data Engineer","Groupe Addoha",Bac+5,"Ingénieur d'état","FST Marrakech",2024,"TensorFlow, Scrum, Azure, Laravel, JavaScript, PHP, Pandas, Linux, Tableau, Git","Arabe, Anglais","Bilingue, Intermédiaire, Natif","Expérience chez Groupe Addoha pendant 7 an(s).","Projet React.",,"1 mois",16217
1937,Belkadi,Meryem,meryem.belkadi1937@email.ma,0653660319,31,Tetouan,13,"Product Owner",BMCE,Bac+5,"Master MIAGE","Université Cadi Ayyad",2013,"REST API, Python, CI/CD","Français, Arabe","Courant, Intermédiaire, Bilingue","Expérience chez BMCE pendant 13 an(s).",,,Immédiate,20025
1938,Drissi,Iman,iman.drissi1938@email.ma,0641098966,45,Inezgane,13,"Ingénieur logiciel",Inwi,Bac+5,"Master Data","FST Marrakech",2011,"AWS, Spring, Azure, Laravel, Docker, CI/CD, Machine Learning, Angular, Symfony, REST API, JavaScript","Arabe, Français, Anglais","Bilingue, Natif, Courant","Expérience chez REDAL pendant 13 an(s).",,AWS,"2 mois",18088
1939,Chraibi,Nabil,nabil.chraibi1939@email.ma,0652460996,55,Meknes,14,"Ingénieur réseau","Deloitte Maroc",Bac+2,"Master Réseaux",INSEA,2020,"Angular, REST API, TensorFlow, Git","Anglais, Arabe","Courant, Intermédiaire, Bilingue","Expérience chez REDAL pendant 14 an(s).","Projet Tableau.",AWS,"2 mois",6401
1940,Sefrioui,Amine,amine.sefrioui1940@email.ma,0655951982,52,Settat,12,"Administrateur système","Orange Maroc",Bac+2,"Master Data",EHTP,2017,"CI/CD, Git, Node.js, Scrum","Français, Anglais","Natif, Intermédiaire","Expérience chez Groupe Addoha pendant 12 an(s).","Projet SQL.",Azure,Immédiate,29661
1941,Chraibi,Soukaina,soukaina.chraibi1941@email.ma,0621146506,40,Sale,9,"Scrum Master",Webhelp,Bac+5,"Master MIAGE",ENSIAS,2023,"Scrum, PHP, REST API, Azure, Angular, Vue.js, Kubernetes","Arabe, Anglais","Bilingue, Intermédiaire","Expérience chez Royal Air Maroc pendant 9 an(s).",,,Immédiate,28936
1942,Sbai,Soukaina,soukaina.sbai1942@email.ma,0620245274,39,Oujda,11,"Développeur PHP",CGI,Bac+3,"Master Big Data",ENSI,2013,"Spring, Pandas, Docker, Machine Learning","Français, Anglais","Intermédiaire, Natif","Expérience chez Majorel pendant 11 an(s).","Projet Python.",,Immédiate,25493
1943,Alaoui,Khadija,khadija.alaoui1943@email.ma,0619245986,27,Tanger,1,"Testeur QA","Royal Air Maroc",Bac+5,"Master MIAGE",EMI,2021,"Power BI, Scrum, Pandas, Linux","Arabe, Anglais, Français","Courant, Bilingue","Expérience chez Maroc Telecom pendant 1 an(s).","Projet REST API.",AWS,Immédiate,14003
1944,Bouhout,Younes,younes.bouhout1944@email.ma,0665306318,38,Marrakech,1,"Testeur QA","Deloitte Maroc",Bac+5,"Master SI",ENSIAS,2013,"Linux, Symfony, Git, PostgreSQL, Node.js","Français, Anglais, Arabe","Courant, Intermédiaire, Natif","Expérience chez Orange Maroc pendant 1 an(s).","Projet REST API.",PMP,"3 mois",15102
1945,Sefrioui,Amine,amine.sefrioui1945@email.ma,0623038854,27,Fes,6,"Responsable SI","Société nationale",Bac+3,"Ingénieur d'état",EHTP,2014,"Java, CI/CD, TensorFlow, Linux, Git, PostgreSQL, AWS, Agile, MySQL, REST API","Arabe, Français","Natif, Intermédiaire","Expérience chez Inwi pendant 6 an(s).",,Scrum,"2 mois",28564
1946,Kabbaj,Imane,imane.kabbaj1946@email.ma,0675357373,43,Meknes,11,"Analyste BI","Groupe Addoha",Bac+5,"Master SI","Université Hassan II",2011,"Docker, Laravel, JavaScript, Agile","Français, Anglais","Natif, Courant","Expérience chez Orange Maroc pendant 11 an(s).",,,"2 mois",28593
1947,Benkirane,Zineb,zineb.benkirane1947@email.ma,0674128022,48,Tanger,11,"Ingénieur DevOps",Lydec,Bac+2,"Master SI","FST Fes",2014,"JavaScript, Kubernetes, Power BI, Machine Learning, Agile, Laravel, Vue.js, Azure, MySQL, PostgreSQL, Linux, Docker","Français, Anglais","Intermédiaire, Courant, Bilingue","Expérience chez Attijariwafa Bank pendant 11 an(s).",,Scrum,"2 mois",29179
1948,Bouhout,Rania,rania.bouhout1948@email.ma,0665551421,54,Berrechid,2,"Développeur Full Stack",OCP,Bac+2,"Master Réseaux","FST Fes",2021,"AWS, JavaScript, React, Python, Git","Anglais, Arabe","Intermédiaire, Courant, Natif","Expérience chez Lydec pendant 2 an(s).",,,"1 mois",23414
1949,Kettani,Salim,salim.kettani1949@email.ma,0613133497,53,Rabat,6,"Scrum Master","Orange Maroc",Bac+5,"Licence informatique","UM5 Rabat",2013,"Docker, Linux, Pandas, React, Spring, Node.js, PostgreSQL, Tableau, AWS","Anglais, Arabe","Bilingue, Natif, Intermédiaire","Expérience chez REDAL pendant 6 an(s).",,PMP,"3 mois",24346
1950,Bouhout,Khalid,khalid.bouhout1950@email.ma,0632325812,45,Settat,0,,,Bac+5,"Master Big Data","Al Akhawayn",2017,"Java, Kubernetes, Laravel, MySQL","Arabe, Anglais","Bilingue, Intermédiaire, Courant",,"Projet Agile.",Azure,Immédiate,10371
1951,Berrada,Laila,laila.berrada1951@email.ma,0615446617,47,Taza,1,"Ingénieur réseau",CGI,Bac+5,"Master SI","Al Akhawayn",2018,"CI/CD, Node.js, Tableau, Azure, Machine Learning, PHP, Laravel","Arabe, Anglais","Natif, Intermédiaire, Bilingue","Expérience chez Société nationale pendant 1 an(s).","Projet Python.",Azure,"1 mois",5129
1952,"El Amrani",Ibrahim,ibrahim.el.amrani1952@email.ma,0637997133,28,Kenitra,9,"Ingénieur cloud","Maroc Telecom",Bac+3,"Ingénieur d'état",EHTP,2017,"Python, Agile, Machine Learning","Arabe, Français","Bilingue, Natif","Expérience chez BMCE pendant 9 an(s).",,,Immédiate,11415
1953,Sefrioui,Sara,sara.sefrioui1953@email.ma,0675118664,29,Tanger,12,"Responsable SI","Royal Air Maroc",Bac+2,"Master Data","FST Marrakech",2019,"MySQL, Java, Node.js, Kubernetes, Scrum, Git, REST API, Symfony, Pandas","Arabe, Anglais, Français","Intermédiaire, Bilingue","Expérience chez Maroc Telecom pendant 12 an(s).","Projet AWS.",,"1 mois",6268
1954,Ouazzani,Rania,rania.ouazzani1954@email.ma,0651351789,34,Khouribga,5,"Analyste BI",Webhelp,Bac+5,"Master Réseaux",EHTP,2017,"Kubernetes, AWS, TensorFlow, Spring, CI/CD, Power BI, Symfony, React, Vue.js, Pandas","Arabe, Anglais, Français","Intermédiaire, Bilingue, Courant","Expérience chez Deloitte Maroc pendant 5 an(s).",,Azure,Immédiate,23083
1955,Mekki,Nabil,nabil.mekki1955@email.ma,0610794728,41,Tetouan,8,"Data Engineer",Majorel,Bac+3,"Ingénieur d'état","FST Marrakech",2012,"PHP, Laravel, Angular, Java, TensorFlow, React, Pandas, Kubernetes, SQL, Vue.js, Node.js, MySQL","Arabe, Anglais, Français","Bilingue, Intermédiaire","Expérience chez Lydec pendant 8 an(s).",,,"1 mois",8133
1956,Lamrani,Imane,imane.lamrani1956@email.ma,0620882205,23,Meknes,8,"Développeur .NET",Lydec,Bac+2,"Master MIAGE","Université Cadi Ayyad",2025,"JavaScript, Python, Docker, Tableau, Git","Arabe, Anglais, Français","Bilingue, Courant, Natif","Expérience chez Groupe Addoha pendant 8 an(s).","Projet React.",,"3 mois",16621
1957,Chaoui,Nabil,nabil.chaoui1957@email.ma,0634103974,52,Tetouan,1,"Ingénieur réseau",Webhelp,Bac+5,"Master MIAGE",ENSIAS,2013,"SQL, Spring, Agile","Français, Arabe, Anglais","Intermédiaire, Courant","Expérience chez Maroc Telecom pendant 1 an(s).","Projet Python.",PMP,"2 mois",19408
1958,Guessous,Sara,sara.guessous1958@email.ma,0619263642,21,Khemisset,7,"Responsable SI","Royal Air Maroc",Bac+5,"Master MIAGE",EHTP,2016,"PHP, Scrum, PostgreSQL, Python, Vue.js, Node.js, JavaScript, REST API","Anglais, Arabe, Français","Bilingue, Natif","Expérience chez Webhelp pendant 7 an(s).",,AWS,Immédiate,15053
1959,Berrada,Nabil,nabil.berrada1959@email.ma,0625104007,31,Mohammedia,10,"Architecte solutions",REDAL,Bac+3,"Ingénieur d'état",INSEA,2017,"Pandas, Node.js, Power BI, React, Kubernetes, Laravel, SQL, PHP","Français, Anglais","Natif, Courant, Bilingue","Expérience chez CGI pendant 10 an(s).","Projet Azure.",AWS,"3 mois",25958
1960,Naciri,Salma,salma.naciri1960@email.ma,0674144448,24,Fes,1,"Administrateur système",REDAL,Bac+2,"Ingénieur d'état","Al Akhawayn",2024,"Symfony, Tableau, REST API, Python, Machine Learning, SQL","Français, Arabe, Anglais","Intermédiaire, Natif","Expérience chez Société nationale pendant 1 an(s).",,Scrum,"2 mois",27521
1961,Belkadi,Houda,houda.belkadi1961@email.ma,0637576502,53,Nador,11,"Consultant SAP","Royal Air Maroc",Bac+5,"Master Réseaux","Al Akhawayn",2014,"Java, Node.js, React, Laravel, AWS, Symfony, REST API, Machine Learning, Azure, CI/CD, MySQL","Arabe, Français","Intermédiaire, Bilingue","Expérience chez Majorel pendant 11 an(s).",,Scrum,"2 mois",22380
1962,Benkirane,Rania,rania.benkirane1962@email.ma,0648311665,53,Tanger,11,"Développeur Full Stack","Maroc Telecom",Bac+2,"Licence informatique","UM5 Rabat",2023,"TensorFlow, SQL, Power BI, Vue.js, Azure, Tableau, Laravel, Agile, Python, CI/CD, Machine Learning","Français, Anglais","Intermédiaire, Courant, Bilingue","Expérience chez Lydec pendant 11 an(s).","Projet Kubernetes.",Azure,"1 mois",18024
1963,Sbai,Rania,rania.sbai1963@email.ma,0610172595,38,Inezgane,12,"Ingénieur réseau","Deloitte Maroc",Bac+5,"Ingénieur d'état","Université Hassan II",2021,"PHP, Scrum, TensorFlow, Linux, CI/CD, Symfony","Français, Anglais","Intermédiaire, Courant","Expérience chez Société nationale pendant 12 an(s).","Projet Power BI.",,"1 mois",12921
1964,Tazi,Meryem,meryem.tazi1964@email.ma,0657833508,36,Fes,15,"Ingénieur logiciel","Deloitte Maroc",Bac+5,"Ingénieur d'état","FST Marrakech",2021,"Java, Git, Power BI, PostgreSQL, Spring, MySQL, AWS","Arabe, Anglais, Français","Intermédiaire, Courant","Expérience chez Lydec pendant 15 an(s).",,,"3 mois",8268
1965,Idrissi,Samira,samira.idrissi1965@email.ma,0639379041,43,Sale,14,"Data Scientist","Maroc Telecom",Bac+3,"Master MIAGE","FST Marrakech",2023,"MySQL, Azure, Kubernetes, Tableau, Pandas, Spring, PHP, Power BI, React, Scrum, Laravel, TensorFlow","Français, Arabe","Intermédiaire, Natif","Expérience chez Inwi pendant 14 an(s).",,,"2 mois",17129
1966,Zahir,Fatima,fatima.zahir1966@email.ma,0676639560,52,Khouribga,5,"Consultant SAP",Majorel,Bac+5,"Master Réseaux","FST Marrakech",2015,"Git, TensorFlow, JavaScript, Kubernetes","Français, Arabe, Anglais","Bilingue, Intermédiaire","Expérience chez Majorel pendant 5 an(s).","Projet JavaScript.",,"1 mois",18335
1967,Zahir,Imane,imane.zahir1967@email.ma,0611499433,23,Nador,14,"Ingénieur logiciel",BMCE,Bac+2,"Licence informatique",ENSI,2018,"AWS, Symfony, PostgreSQL, Angular, Git, Tableau, Python","Arabe, Français","Natif, Bilingue, Intermédiaire","Expérience chez Deloitte Maroc pendant 14 an(s).","Projet Symfony.",,Immédiate,25491
1968,Naciri,Samira,samira.naciri1968@email.ma,0623475359,37,Kenitra,6,"Développeur Python",BMCE,Bac+3,"Master Réseaux","FST Fes",2016,"React, TensorFlow, Symfony, Pandas, Agile, AWS, PHP, Vue.js, JavaScript, CI/CD, Machine Learning, Angular","Arabe, Français","Intermédiaire, Natif","Expérience chez CGI pendant 6 an(s).",,AWS,"3 mois",17610
1969,Fassi,Aicha,aicha.fassi1969@email.ma,0668360433,50,Nador,3,"Développeur Full Stack",CGI,Bac+3,"Licence informatique","Université Cadi Ayyad",2019,"AWS, Vue.js, React, Docker, Angular, Machine Learning, PHP, Pandas, Azure, Git, Agile","Arabe, Anglais, Français","Intermédiaire, Natif","Expérience chez Société nationale pendant 3 an(s).","Projet Git.",Scrum,"1 mois",11173
1970,Tazi,Mohamed,mohamed.tazi1970@email.ma,0659318907,21,Casablanca,14,"Data Engineer","Société nationale",Bac+3,"Ingénieur d'état",EMI,2023,"Machine Learning, Node.js, Tableau, React, PostgreSQL, SQL, Pandas, TensorFlow, Spring, Azure, Kubernetes","Arabe, Français","Intermédiaire, Natif, Bilingue","Expérience chez Deloitte Maroc pendant 14 an(s).",,PMP,"3 mois",4210
1971,Rami,Khalid,khalid.rami1971@email.ma,0655012612,41,Tanger,1,"Développeur Full Stack",OCP,Bac+3,"Master SI","FST Marrakech",2013,"Git, Angular, Laravel, Python, Docker, Kubernetes, Linux, Machine Learning, Symfony","Anglais, Français","Natif, Intermédiaire, Bilingue","Expérience chez Attijariwafa Bank pendant 1 an(s).","Projet TensorFlow.",,"3 mois",17740
1972,Alaoui,Omar,omar.alaoui1972@email.ma,0645588404,31,Inezgane,12,"Administrateur système",OCP,Bac+3,"Master Réseaux","UM5 Rabat",2017,"React, Angular, Node.js, PHP, Git, PostgreSQL, Symfony, Spring","Anglais, Français","Courant, Bilingue, Natif","Expérience chez Lydec pendant 12 an(s).","Projet Machine Learning.",,Immédiate,13975
1973,Bensouda,Rachid,rachid.bensouda1973@email.ma,0621561607,51,Rabat,14,"Ingénieur réseau",Lydec,Bac+2,"Master MIAGE",EHTP,2019,"Machine Learning, MySQL, Spring, Symfony, Tableau, Angular, Node.js, Git, REST API, Kubernetes, Laravel, Pandas","Arabe, Anglais, Français","Intermédiaire, Bilingue","Expérience chez Royal Air Maroc pendant 14 an(s).",,,"2 mois",27612
1974,"El Amrani",Hafsa,hafsa.el.amrani1974@email.ma,0615329362,54,Nador,7,"Analyste BI",REDAL,Bac+3,"Master SI","Université Cadi Ayyad",2013,"Git, Machine Learning, Linux, Angular, Docker, Agile","Anglais, Arabe","Natif, Bilingue","Expérience chez Attijariwafa Bank pendant 7 an(s).","Projet Python.",,Immédiate,21195
1975,Fahmi,Iman,iman.fahmi1975@email.ma,0666878120,46,Tetouan,15,"Développeur Full Stack","Groupe Addoha",Bac+2,"Master MIAGE","Al Akhawayn",2025,"React, Angular, Python, Machine Learning","Arabe, Français","Intermédiaire, Courant, Bilingue","Expérience chez Majorel pendant 15 an(s).",,PMP,"3 mois",19759
1976,Bouhout,Sara,sara.bouhout1976@email.ma,0647854146,38,Tetouan,10,"Administrateur système",Inwi,Bac+2,"Master Big Data","Al Akhawayn",2021,"React, Node.js, Agile, PHP, TensorFlow, SQL","Anglais, Français","Intermédiaire, Courant","Expérience chez OCP pendant 10 an(s).",,Azure,"3 mois",23111
1977,Bensouda,Fatima,fatima.bensouda1977@email.ma,0644290723,25,Tanger,10,"Ingénieur cloud",Webhelp,Bac+3,"Master SI","UM5 Rabat",2024,"CI/CD, Power BI, Linux, Scrum, SQL, Python, Vue.js, Symfony","Arabe, Français, Anglais","Intermédiaire, Courant, Natif","Expérience chez BMCE pendant 10 an(s).","Projet Kubernetes.",,"1 mois",13015
1978,Ouazzani,Nadia,nadia.ouazzani1978@email.ma,0624234130,52,Khemisset,15,"Ingénieur logiciel","Orange Maroc",Bac+3,"Licence informatique","UM5 Rabat",2021,"Git, Agile, Power BI, SQL, PostgreSQL, Machine Learning, MySQL, Python, TensorFlow, Kubernetes","Français, Anglais","Intermédiaire, Natif","Expérience chez CGI pendant 15 an(s).",,PMP,"3 mois",12960
1979,Bensouda,Rania,rania.bensouda1979@email.ma,0655021542,45,"El Jadida",14,"Architecte solutions",CGI,Bac+3,"Master SI","FST Marrakech",2025,"Java, React, Spring, Vue.js, Linux, Symfony","Français, Anglais","Courant, Intermédiaire, Natif","Expérience chez Attijariwafa Bank pendant 14 an(s).",,,"1 mois",13115
1980,Kettani,Rachid,rachid.kettani1980@email.ma,0631336749,29,Khemisset,0,,,Bac+3,"Master Data",ENSI,2022,"Laravel, Angular, JavaScript","Français, Anglais, Arabe","Courant, Natif, Bilingue",,"Projet CI/CD.",,"1 mois",10482
1981,Kettani,Hamza,hamza.kettani1981@email.ma,0630194309,33,Meknes,1,"Développeur Python","Société nationale",Bac+3,"Licence informatique","FST Fes",2014,"Spring, Tableau, Agile, Node.js, Git","Arabe, Français","Bilingue, Intermédiaire","Expérience chez Lydec pendant 1 an(s).","Projet Python.",AWS,"2 mois",15212
1982,Fassi,Youssef,youssef.fassi1982@email.ma,0615399172,32,Settat,5,"Ingénieur DevOps","Royal Air Maroc",Bac+3,"Master MIAGE","UM5 Rabat",2025,"SQL, Linux, React, PostgreSQL, Git, Java, PHP","Arabe, Anglais","Natif, Bilingue, Intermédiaire","Expérience chez Deloitte Maroc pendant 5 an(s).","Projet Java.",AWS,Immédiate,21726
1983,Kabbaj,Reda,reda.kabbaj1983@email.ma,0679818783,34,Casablanca,8,"Développeur Full Stack","Groupe Addoha",Bac+5,"Master Data",ENSI,2025,"Machine Learning, Laravel, Linux, Symfony, Kubernetes, Vue.js, React, AWS, Scrum, Spring, Tableau","Anglais, Arabe, Français","Intermédiaire, Courant, Bilingue","Expérience chez Royal Air Maroc pendant 8 an(s).","Projet Spring.",,"2 mois",13266
1984,Fahmi,Houda,houda.fahmi1984@email.ma,0614122567,31,Sale,11,"Administrateur système","Orange Maroc",Bac+5,"Master SI",ENSI,2025,"CI/CD, PHP, Scrum, PostgreSQL, Vue.js","Anglais, Français","Natif, Courant","Expérience chez Royal Air Maroc pendant 11 an(s).",,,Immédiate,17229
1985,Drissi,Rachid,rachid.drissi1985@email.ma,0615837196,35,Taza,11,"Développeur .NET",Lydec,Bac+2,"Master Data","UM5 Rabat",2016,"Scrum, Machine Learning, Vue.js, Python, MySQL, PostgreSQL, JavaScript, React","Français, Anglais","Bilingue, Intermédiaire, Courant","Expérience chez Groupe Addoha pendant 11 an(s).",,,"2 mois",12318
1986,Sbai,Adil,adil.sbai1986@email.ma,0668046503,38,Fes,15,"Chef de projet IT",OCP,Bac+5,"Ingénieur d'état","FST Fes",2024,"TensorFlow, React, PostgreSQL, Machine Learning, AWS, Angular, Azure, Laravel","Arabe, Anglais","Natif, Intermédiaire","Expérience chez Orange Maroc pendant 15 an(s).","Projet PHP.",Scrum,"1 mois",8284
1987,Fassi,Ibrahim,ibrahim.fassi1987@email.ma,0663464510,32,Kenitra,4,"Testeur QA",CGI,Bac+3,"Ingénieur d'état","Al Akhawayn",2020,"Linux, MySQL, JavaScript, Azure, Python, Docker","Anglais, Français","Natif, Bilingue, Intermédiaire","Expérience chez Société nationale pendant 4 an(s).",,Scrum,Immédiate,17321
1988,Benkirane,Hassan,hassan.benkirane1988@email.ma,0669527299,43,Meknes,4,"Responsable SI",Webhelp,Bac+3,"Ingénieur d'état","UM5 Rabat",2025,"Angular, React, Tableau, PostgreSQL, Python","Français, Anglais, Arabe","Natif, Bilingue","Expérience chez Attijariwafa Bank pendant 4 an(s).",,Scrum,"3 mois",11832
1989,"El Amrani",Ibrahim,ibrahim.el.amrani1989@email.ma,0667022004,30,Oujda,0,,,Bac+3,"Master Réseaux",EHTP,2011,"Machine Learning, AWS, MySQL, Laravel, Power BI, React, PHP, Linux","Arabe, Français","Bilingue, Intermédiaire, Courant",,,,Immédiate,6684
1990,Kabbaj,Omar,omar.kabbaj1990@email.ma,0671615692,54,Berrechid,11,"Ingénieur logiciel",Lydec,Bac+5,"Master Big Data","UM5 Rabat",2018,"Tableau, Angular, Symfony, AWS, Agile, SQL, Linux, REST API, Kubernetes, Azure, Node.js, PostgreSQL","Anglais, Arabe","Bilingue, Courant","Expérience chez Groupe Addoha pendant 11 an(s).","Projet React.",,"3 mois",13664
1991,Rami,Nour,nour.rami1991@email.ma,0636785497,35,Tanger,4,"Développeur PHP",CGI,Bac+3,"Master Big Data","FST Fes",2021,"Java, Vue.js, Agile, Scrum, Docker, Pandas, Node.js, React, Tableau","Anglais, Français","Courant, Natif","Expérience chez Capgemini Maroc pendant 4 an(s).","Projet Angular.",,"3 mois",26066
1992,Fassi,Bilal,bilal.fassi1992@email.ma,0668561670,54,Rabat,9,"Administrateur système",Lydec,Bac+2,"Master Data","Université Hassan II",2015,"SQL, Symfony, JavaScript","Anglais, Arabe, Français","Intermédiaire, Bilingue, Natif","Expérience chez REDAL pendant 9 an(s).","Projet JavaScript.",,"3 mois",21146
